hash,family,active_learning_sampling_frequency
1fffafc9143815f74ec6628a983afe75,quasigroup-completion,0.4107142857142857
5441b32f207faeefc1e95d96dda89063,quasigroup-completion,0.4107142857142857
650d128dbf88522019bb2714aaedb370,quasigroup-completion,0.4107142857142857
16b0810ba492f30a39fbd46ece608cf2,graph-based,0.4107142857142857
0f58a7071d2f55a22c5aa62c42e26675,cryptography,0.4107142857142857
2c3c28f6d939d157e909c57a265fc908,mutilated-chessboard,0.4107142857142857
b38535ff6d76f9f3b3935288403a7e1d,rbsat,0.4107142857142857
909f704d5f4127c1197a086705468624,rbsat,0.4107142857142857
77e007986333e2012cc02cfbf055ec26,prime-factoring,0.4107142857142857
f1c43a68a5006b586f5c23477d983b07,cryptography,0.4107142857142857
2b500a9967d6110ac2dbd0fb62a31993,fpga-routing,0.4107142857142857
3c194bebd33c343386d0cd3225b6faac,fpga-routing,0.4107142857142857
5a26c909c257984200b0b0ba6ea09356,fpga-routing,0.4107142857142857
07bbbb292324c8d8baeb232e144349fa,miter,0.4107142857142857
d32d87afa368dcdcc2dfef18573e39f4,2d-strip-packing,0.4107142857142857
b490a60b9ea725b478b7db33b5214a92,genurq,0.4107142857142857
a5455ab7672d15421165b71313b4e6f5,graph-based,0.4107142857142857
037c423f56548082b1935e88c48ffdda,graph-coloring,0.4107142857142857
fb6fba447186d72d6206cbeaddf04809,random-csp,0.4107142857142857
6d094ef8ff8403c1338136bdc474b1c9,coloring,0.4107142857142857
068c64314f0f8405bc28bb4c52647145,planning,0.4107142857142857
5bf70209a3e832543c8f3b0059d39172,random-modularity,0.4107142857142857
be130c7e76fa2dfcbfcd0581a756bfd9,knights-problem,0.4107142857142857
5f46b414cc65b2e992e59f49d1f02be1,test-configuration,0.4107142857142857
0f4576a6e7399336e11f0828d32263dd,graph-coloring,0.39285714285714285
3d485f7153c8f84f932bd15a8e0654ae,cryptography,0.39285714285714285
3e0a186ce9bcb63e4f5ed066228d60d4,cryptography,0.39285714285714285
788324d8c7c764e421f1018aaad3a40e,pigeon-hole,0.39285714285714285
f1b952d8c17500928f9b8ce531fb627b,rbsat,0.39285714285714285
9108ada83c377d22a2b99830fc3cd071,2d-strip-packing,0.39285714285714285
ca42f722a9523776454f8eb6ec9bce69,gray_codes,0.39285714285714285
747af0c580bcd617c34790329f75b86d,cryptography,0.39285714285714285
49b9e423d2eb5e2c8999707c0a6f6195,unknown,0.39285714285714285
adc3d9fcc67735f875f762ea7f33efeb,cryptography,0.39285714285714285
c6102dcdca7e85d30e9c224d2847a3e9,cryptography,0.39285714285714285
c6c0333f0865d7fcd5621fa80d44c661,cryptography,0.39285714285714285
f1b5200d9e006c83bdda240eb72faede,prime-factoring,0.39285714285714285
377278200c88d5aef1b647bda899ec2e,random-modularity,0.39285714285714285
195a008f3434898f8af7a966230ca760,bioinformatics,0.39285714285714285
91eba6d10294887fa57557b590e655ae,pigeon-hole,0.39285714285714285
23b8cfd9fde410f79db4e8ef6b62f396,fpga-routing,0.39285714285714285
54ff7ae09469921a47c6971a12e5b805,hardware-bmc,0.39285714285714285
bf9d2264a78dd60c9e8793d909cc6186,random-csp,0.39285714285714285
c68559683a957e38602c5bd3c509329c,hardware-verification,0.39285714285714285
5f38d1c16d6fd5e1c8f179ff553b31b3,fpga-routing,0.39285714285714285
635913f233a40c0bfdf1e051604fd7fc,fpga-routing,0.39285714285714285
c2b569bfb62dad1700a325405a95dfa1,fpga-routing,0.39285714285714285
d2618635332cb3c2b4b7815220181869,fpga-routing,0.39285714285714285
f69daa6b3d49d925f8574bef8b108922,cryptography,0.39285714285714285
0a1043b4f34db8a3de2aef9e4a82a34b,parity-games,0.39285714285714285
325bedaebd99c3cd5e9f91aced5e9fac,planning,0.39285714285714285
b570684f062331483419f3e28ab05b69,diagnosis,0.39285714285714285
ad0f72986f725741b100920bb07f5ea4,planning,0.39285714285714285
7c1385787d7c6aeccbb2c8bf8067ee64,parity-games,0.39285714285714285
c8821b3db9c48a6e2d84c8d9f0f32645,planning,0.39285714285714285
a09a8d4ffd7067814f4c724d592d653b,parity-games,0.39285714285714285
65138afdf7eb054be5131f2b0de84369,test-configuration,0.39285714285714285
89b778a6b654bd3107b4fc10b3a0fdee,argumentation,0.39285714285714285
d2ac39de7a7d1c322a0624e14db31cc5,software-verification,0.39285714285714285
739da33aba65ef3ed84d5ae40e88f49b,software-verification,0.39285714285714285
3073edda0f43dc631c798ab3307551ca,bitvector,0.39285714285714285
7ca897acf9e18dee55f60a3867fd07d4,xor-chain,0.39285714285714285
214a609d6a70d397010c27e42a2463fe,hardware-verification,0.39285714285714285
86cea065bb59135d390c70dc3df07719,bitvector,0.39285714285714285
822164670be880e06055b047a0c8151a,schur-coloring,0.39285714285714285
29a09ec3c23fdb89ec56032d329e3606,subgraph-isomorphism,0.39285714285714285
d23f5610f3ebade3aa6f67d49dc67716,graph-based,0.39285714285714285
b33dda793a0aa40b0d29ec629d7a541b,graph-based,0.39285714285714285
34b2d0a7df10b23d9929f2bede05769d,unknown,0.39285714285714285
6143a370e17495274ed72b4ad1a3d8bf,planning,0.39285714285714285
54c0c5c91c2d2023bde21157d3a5426e,hardware-verification,0.39285714285714285
32c362d1c770a4eb66a5c78346c5e917,quasigroup-completion,0.39285714285714285
924b11330949de74d5adbac047961865,finite-state-machines,0.39285714285714285
a673d80ce5d22950efc30923364225e8,finite-state-machines,0.39285714285714285
874bdedb23926bd0df8ef574e981fd2f,graph-based,0.39285714285714285
465795fa2641c616ce76de8501672a19,waerden,0.39285714285714285
56389125809d8a2790f018d5b52c14bf,quasigroup-completion,0.39285714285714285
48536cf83e806cb66dacd3c4b99952fb,planning,0.39285714285714285
3c78c658a543ff4108f88ade5698cd59,planning,0.39285714285714285
3a01188d09ebe16b739a646c63f8f755,planning,0.39285714285714285
01bc4d75a43a8293132d0be627341207,2d-strip-packing,0.39285714285714285
6ee7df6102477fe00c6ba07a3e88ce2f,sorting-networks,0.39285714285714285
58041b4de90c098503299d490aeb80e5,random-clustered,0.39285714285714285
137ce786edc85a0dfb57bb979faed4bf,dining-philosophers,0.39285714285714285
5c419d7829c9f5121aa4dfde04ba119e,random-clustered,0.39285714285714285
164c93c34c4d38cebf4d75e55a161056,chessboard-coloring,0.39285714285714285
939ff1d8b5438a9be5e8b447205d08a1,dining-philosophers,0.39285714285714285
04935c7718d4ada8516e0d99c46df41b,bitvector,0.375
b9c55a7056a36846d95d12acded393b6,diagnosis,0.375
1ff076565e0d5898c7a659ca79752a88,bitvector,0.375
e888eb330677e78ad4da026b7965f64f,diagnosis,0.375
47c04ee3a0d07cbbc272f4af73c9ef3c,bitvector,0.375
4c89e8704c4970eaa101e160cc0710dc,fpga-routing,0.375
00b9b467c26540853360491401da61a5,bitvector,0.375
f40a3ed5dfec072f670d2fc9411322ed,modulo_game,0.375
df12a2b01f5bf76a1d4b851e6f373e72,diagnosis,0.375
83008eace6e2f1e42516e69b5d49a4fb,hardware-verification,0.375
e8b1cf92d8911d0c08ca69ba75cd21ca,planning,0.375
bd19c059360216884acd74f6f39567c6,termination-analysis,0.375
5d357f1e4b5abc96c90d305f629edd5c,cellular-automata,0.375
64ed8925c19e8802d5cd4d04047020ec,hardware-verification,0.375
79630911f8f7388a9c2f574b5fb35b9c,bitvector,0.375
0d469f1798ea769cf279c9ae32fda704,planning,0.375
f4b20b0ce3ff1eb7cafce63ee095b2ed,diagnosis,0.375
9fc5a03fe0d1fefa80221ccf17140a94,fpga-routing,0.375
6a810aada46289596b04174a91d5c112,termination-analysis,0.375
8d5c629fd178c8bbcff81d4f69428342,hardware-verification,0.375
d152a017a564e29a6b1ddcbec04edc86,fpga-routing,0.375
8157c6aa84b505772a17e0ccd77b152d,bioinformatics,0.375
f257e048f26b71858a5711c11ab37ed6,fpga-routing,0.375
85982c2cb804926d851ab63209cc1d56,ordering-principle,0.375
59cfa6210c29048a451dfce6a1685813,termination-analysis,0.375
3b3a13b0a27fa28e7645fba09299d447,tree-decomposition,0.375
867b4087ca3a1b9e163c27cc638d8751,quasigroup-completion,0.375
370959cec84a1da734d3554b046762b6,planning,0.375
0297c2a35f116ffd5382aea5b421e6df,tseitin,0.375
843f25e2c4d57e7eeaf5117c3121ab2f,planning,0.375
6706cd5fad41073e291d3f672556fce5,quasigroup-completion,0.375
3d8792b5f559f33ea583a09c33f683b1,sliding-puzzle,0.375
92861516659a772222dfb39cf59a3cef,clique-coloring,0.375
288093fb8e940d222048b82fa4d3d39c,hardware-verification,0.375
a48ca273dbe4242e667f71dbbf40af45,planning,0.375
395cc53a5c27993ed5410d609d68a4bf,chessboard-coloring,0.375
39c5aab73853d2534bf846dc63d872ed,prime-factoring,0.375
703dad1270c4e7fe6b814703754abd53,random-clustered,0.375
3c051cd40445c52a093f048c4100e470,hardware-verification,0.375
987932602066bb553aa19fab6d13d3e1,random-clustered,0.375
c9ce173177f091f397ac8be79fba5d66,planning,0.375
1eea3d913d346b900252d77fc0cb25c8,minimal-disagreement-parity,0.375
b09e9e8cf2f55863d9e27dad49e1a3b7,cardinality-constraints,0.375
67158b829ad61fbc3ae12f9fafe2de3c,cardinality-constraints,0.375
54709a801e916f6a8e931714a23eeaf8,planning,0.375
49e7042eee2db132ae48b7b3d6ccbb45,hardware-verification,0.375
4da532170986c551e4b0642187cdb6d0,planning,0.375
003a77d2aa15a5f93aa2cfe79b986c9e,clique-coloring,0.375
ce9d0b1d7f0a92b9fee43fc0e0106fef,planning,0.375
595710a1ccc21614ed557f0feae92f73,diagnosis,0.375
3d9a4a300b2121b2c36d93b20fa61b91,planning,0.375
15300be1a87777f0110722557a86bf7a,hgen,0.375
17af580f88aa4043b86ce1960c0ae7eb,misc-satex,0.375
2ca45059bddd612a5b6a3ce1fa903c04,cryptography,0.375
af7c2ae36773941c4ca11f3848d348f9,ordering-principle,0.375
911cbc796d15eb316d36c82c90fd7d11,fpga-routing,0.375
204e7d9bbcc53a46ffd754645096f361,rbsat,0.375
dfa2742e02d62edd6bea01be4c87d201,2d-strip-packing,0.375
96dd95221ca118d5e38fa2a41af4fc71,quasigroup-completion,0.375
f813765b8d810a47e2e07f6de7559e5d,polynomial-multiplication,0.375
055db8f900741c7b8d7b731e99662588,clique-width,0.375
d5f16e727046b1f0a5b4645ab8b610f0,random-modularity,0.375
772769f39aa2dc207054a2713672a743,battleship,0.375
701c96dc91c057c23026454520da2054,hardware-bmc,0.375
787fd7b0f4d779fdabfbbd3dd29f8db4,battleship,0.375
bd399d9205839483f9a9e95838d38795,hardware-verification,0.375
d73632fec32a7c578f7226e275146c53,bitvector,0.375
e7c1f8b37096cdd80fa07c4078883cd4,quasigroup-completion,0.375
aadbcf6e3d4a9e26b57151d6f9f9aad4,bounded-model-checking,0.375
43e1cc469be3087b024dc0b5f4b01d5c,random,0.375
8e4e5a8d8b1a86288d58b0779c70c871,graph-based,0.375
8f42eebb60f59662c6e6dfa15e149cc1,quasigroup-completion,0.375
03de316ba1e90305471a3b8620cb9cd7,subgraph-isomorphism,0.375
b1eb31469f5bdb6e4b70f762240ad6a0,graph-based,0.375
2adbad9623c714a6f33c3405b8ab3c77,graph-based,0.375
db4fb5fcfcf1ec707225f26c8edceb6a,schur-coloring,0.375
3c4fad450b700fcf3da7f6246915ddbe,unknown,0.375
00be590675417eba2bb2585790ac392d,quasigroup-completion,0.375
adef88811af2990bfcc66a406f4bbbac,quasigroup-completion,0.375
fd1fbc1b090c14746a883b3a17259743,hardware-verification,0.375
d1994c9b285e42105e2a6bb7398d58df,hardware-verification,0.375
09fb57fff97fc30b723f91d1c80965a6,2d-strip-packing,0.375
9a9827b82f6ff4fd887f0ada83dd2eab,graph-based,0.375
1b9e21b3efa0a59383777bb62781841e,2d-strip-packing,0.375
ab3376e4d0c150343f0d696fa00c46e7,graph-based,0.375
1a831026c50d7f5ed5a696a99d57e365,termination-analysis,0.375
54b342b7a3c8719c4325e5e0879547b1,crafted-cec,0.375
eafc85eddef1de023ea636f25b1ef914,graph-based,0.375
19751d30322bca91858b2df1b29d04ca,quasigroup-completion,0.35714285714285715
2fbd07c399ed9a0d7887aad9c815f0f1,diagnosis,0.35714285714285715
bf846aae6ae8ec56744c94d896ec95ca,fdmus,0.35714285714285715
c572eb6c8c0fdbaca952b43d5582cc07,planning,0.35714285714285715
